fr_publication_date,category,title,fr_url
2012-04-17,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/04/17/2012-9133/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-04-18,admin/schedule,HIT Standards Committee; Schedule for the Assessment of HIT Policy Committee Recommendations,https://www.federalregister.gov/documents/2012/04/18/2012-9251/hit-standards-committee-schedule-for-the-assessment-of-hit-policy-committee-recommendations
2012-05-10,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/05/10/2012-11286/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-05-10,HITSC (standards),HIT Standards Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/05/10/2012-11287/hit-standards-committee-advisory-meeting-notice-of-meeting
2012-05-16,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/05/16/2012-11776/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-06-01,admin/nomination,HIT Standards Committee and HIT Policy Committee; Call for Nominations,https://www.federalregister.gov/documents/2012/06/01/2012-13366/hit-standards-committee-and-hit-policy-committee-call-for-nominations
2012-06-21,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/06/21/2012-15096/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-06-21,HITSC (standards),HIT Standards Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/06/21/2012-15098/hit-standards-committee-advisory-meeting-notice-of-meeting
2012-07-16,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/07/16/2012-17288/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-07-31,HITSC (standards),HIT Standards Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/07/31/2012-18592/hit-standards-committee-advisory-meeting-notice-of-meeting
2012-08-22,HITSC (standards),HIT Standards Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/08/22/2012-20582/hit-standards-committee-advisory-meeting-notice-of-meeting
2012-08-22,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/08/22/2012-20584/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-09-18,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/09/18/2012-22988/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-10-03,HITSC (standards),HIT Standards Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/10/03/2012-24386/hit-standards-committee-advisory-meeting-notice-of-meeting
2012-10-25,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/10/25/2012-26301/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-10-30,HITSC (standards),HIT Standards Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/10/30/2012-26657/hit-standards-committee-advisory-meeting-notice-of-meeting
2012-10-30,HITSC (standards),HIT Standards Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/10/30/2012-26678/hit-standards-committee-advisory-meeting-notice-of-meeting
2012-10-30,HITPC meeting,HIT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2012/10/30/2012-26690/hit-policy-committee-advisory-meeting-notice-of-meeting
2012-11-06,workgroup,HIT Policy and Standards Committees; Workgroup Application Database,https://www.federalregister.gov/documents/2012/11/06/2012-27084/hit-policy-and-standards-committees-workgroup-application-database
2012-11-26,HITPC meeting,Office of the National Coordinator for Health Information Technology; Health Information Technology; HIT Policy Committee: Request for Comment Regarding the Stage 3 Definition of Meaningful Use of Electronic Health Records (EHRs),https://www.federalregister.gov/documents/2012/11/26/2012-28584/office-of-the-national-coordinator-for-health-information-technology-health-information-technology
2012-12-11,HITPC meeting,HIT Policy Committee Advisory Meetings; Notice of Meetings,https://www.federalregister.gov/documents/2012/12/11/2012-29821/hit-policy-committee-advisory-meetings-notice-of-meetings
2012-12-11,HITSC (standards),HIT Standards Committee Advisory Meetings; Notice of Meetings,https://www.federalregister.gov/documents/2012/12/11/2012-29822/hit-standards-committee-advisory-meetings-notice-of-meetings
2013-01-02,other/ONC,"Notice of Solicitation of Public and Federal Agency Comments for Collaboration on Evaluating the World Health Organization (WHO) International Classification of Functioning, Disability and Health (ICF) Standard for Coding Functional Capability in Federal Programs",https://www.federalregister.gov/documents/2013/01/02/2012-31479/notice-of-solicitation-of-public-and-federal-agency-comments-for-collaboration-on-evaluating-the
2013-02-04,admin/nomination,Health Information Technology Policy Committee Nomination Letters,https://www.federalregister.gov/documents/2013/02/04/2013-02104/health-information-technology-policy-committee-nomination-letters
2013-05-17,admin/schedule,HIT Standards Committee; Schedule for the Assessment of HIT Policy Committee Recommendations,https://www.federalregister.gov/documents/2013/05/17/2013-11740/hit-standards-committee-schedule-for-the-assessment-of-hit-policy-committee-recommendations
2013-05-17,HITSC (standards),HIT Standards Committee Advisory Meeting,https://www.federalregister.gov/documents/2013/05/17/2013-11742/hit-standards-committee-advisory-meeting
2013-05-30,other/ONC,Food and Drug Administration Safety and Innovation Act (FDASIA): Request for Comments on the Development of a Risk-Based Regulatory Framework and Strategy for Health Information Technology,https://www.federalregister.gov/documents/2013/05/30/2013-12817/food-and-drug-administration-safety-and-innovation-act-fdasia-request-for-comments-on-the
2013-12-18,HITSC (standards),Health Information Technology Standards Committee Advisory Meeting: Notice of Meeting,https://www.federalregister.gov/documents/2013/12/18/2013-30102/health-information-technology-standards-committee-advisory-meeting-notice-of-meeting
2013-12-18,HITPC meeting,Health IT Policy Committee Advisory Meeting; Notice of Meeting,https://www.federalregister.gov/documents/2013/12/18/2013-30104/health-it-policy-committee-advisory-meeting-notice-of-meeting
2014-02-13,admin/nomination,HIT Standards Committee and HIT Policy Committee; Call for Nominations,https://www.federalregister.gov/documents/2014/02/13/2014-03126/hit-standards-committee-and-hit-policy-committee-call-for-nominations
2014-09-08,admin/schedule,HIT Standards Committee; Schedule for the Assessment of HIT Policy Committee Recommendations,https://www.federalregister.gov/documents/2014/09/08/2014-21333/hit-standards-committee-schedule-for-the-assessment-of-hit-policy-committee-recommendations
2015-02-03,admin/nomination,Health Information Technology Policy Committee Nomination Letters,https://www.federalregister.gov/documents/2015/02/03/2015-01837/health-information-technology-policy-committee-nomination-letters
2015-05-20,HITPC meeting,Appointments to the Health Information Technology (HIT) Policy Committee,https://www.federalregister.gov/documents/2015/05/20/2015-11957/appointments-to-the-health-information-technology-hit-policy-committee
2016-02-04,admin/nomination,Request for Health Information Technology Policy Committee Nominations,https://www.federalregister.gov/documents/2016/02/04/2016-02009/request-for-health-information-technology-policy-committee-nominations
2017-07-25,admin/schedule,Health Information Technology Advisory Committee; Call for Applications,https://www.federalregister.gov/documents/2017/07/25/2017-15565/health-information-technology-advisory-committee-call-for-applications
2017-12-22,other/ONC,Establishment of the Health Information Technology Advisory Committee,https://www.federalregister.gov/documents/2017/12/22/2017-27412/establishment-of-the-health-information-technology-advisory-committee
